qa_type,question,q_entity,answer,a_entity,intent
qa,오늘 영업 종료시간이 몇 시인가요?,"오늘,영업 종료,시",네 평일은 밤 11시까지입니다,"평일, 밤 11시",영업시간문의
qa,오픈이 몇 시인가요?,"오픈,몇 시",9시부터 열어요,9시,영업시간문의
qa,카페 몇 시까지 해요?,"카페,몇 시",오후 10시까지 합니다,오후 10시,영업시간문의
qa,매장에서 마시려는데 언제까지 영업하시나요?,"매장,영업",오후 10시까지 영업입니다,"오후 10시, 영업",영업시간문의
qa,카페는 몇 시까지 하나요?,"카페,몇 시",11시까지 합니다,11시,영업시간문의
qa,매장 영업 몇 시까지 하나요?,"매장,영업,몇 시",매장 영업시간은 12시까지라 지금은 테이크아웃만 가능하세요,"매장, 영업, 시간, 12시, 테이크아웃, 가능",영업시간문의
qa,새벽에도 영업해요?,"새벽,영업",24시간 영업하고 있어요,"24시간, 영업",영업시간문의
q,치즈케이크 하나 주문할게요,,,,일반주문
q,에스프레소 한 잔 주세요,,,,일반주문
q,마카롱 다섯 개 주세요,,,,일반주문
q,치아바타 하나 주세요,,,,일반주문
q,아이스 라테 한 잔 주세요,,,,일반주문
q,스무디 한 잔 주실래요?,,,,일반주문
q,초코케이크 하나 주세요,,,,일반주문
q,아이스 아메리카노 한 잔 주세요,,,,일반주문
q,녹차라테 덜 달게 하나 주시겠어요?,"녹차라떼,하나",,,일반주문
q,아메리카노 한 잔 텀블러에 담아주세요,"아메리카노,한 잔,텀블러",,,일반주문
q,아메리카노 하나 주시겠어요?,"아메리카노,하나",,,일반주문
q,아메리카노 한 잔 주시겠어요?,"아메리카노,한 잔",,,일반주문
q,콜드 브루 라테 한 잔 주시겠어요?,"콜드브루 라떼,한 잔",,,일반주문
q,콜드브루 한 잔 주시겠어요?,"콜드브루,한 잔",,,일반주문
q,바닐라 라테 한 잔 주시겠어요?,"바닐라 라떼,한 잔",,,일반주문
q,아메리카노를 디카페인으로 주세요,"아메리카노,디카페인",,,일반주문
q,카푸치노 한 잔 주시겠어요?,"카푸치노,한 잔",,,일반주문
q,카푸치노 한 잔 주시겠어요?,"카푸치노,한 잔",,,일반주문
q,원조 커피 한 잔 주세요,"원조 커피,한 잔",,,일반주문
q,아메리카노 작은 사이즈로 한 잔 주시겠어요?,"아메리카노,사이즈,한 잔",,,일반주문
q,카푸치노 한 잔 주시겠어요?,"카푸치노,한 잔",,,일반주문
q,카페라테 아이스로 하나 주세요,"카페라떼,아이스,하나",,,일반주문
q,더치커피 하나 주세요,"더치커피,하나",,,일반주문
q,블루베리 주스를 먹을게요,블루베리주스,,,일반주문
q,솔트 치즈 카페라테 하나 주세요,"솔트치즈카페라떼,하나",,,일반주문
q,마시고 갈게요,,,,일반주문
q,아메리카노 따뜻한 거 한 잔 주세요,"아메리카노,한잔",,,일반주문
q,더치 라테 따뜻한 거 하나 주세요,더치라떼,,,일반주문
q,아메리카노 주세요,아메리카노,,,일반주문
q,카페라테로 주세요,"카페라떼,연유,메뉴",,,일반주문
q,아메리카노 한 잔 주세요,"아메리카노,한잔",,,일반주문
q,아메리카노 한 잔 주세요,"아메리카노,한잔",,,일반주문
q,아메리카노 한 샷 반 주세요,"아메리카노,한샷반",,,일반주문
q,생딸기 주스 작은 거 하나 주세요,"생딸기쥬스,하나",,,일반주문
q,아메리카노 레귤러 사이즈 하나 주세요,"아메리카노,레귤러사이즈",,,일반주문
q,아메리카노 제일 작은 사이즈로 3개 주세요,"아메리카노,작은 사이즈,3개",,,일반주문
q,아메리카노 한 잔 주세요,"아메리카노,한 잔",,,일반주문
q,따뜻한 아메리카노 주세요,"따뜻,아메리카노",,,일반주문
q,자몽에이드하고 카푸치노 주세요,"자몽에이드,카푸치노",,,일반주문
q,"유로 드립 한잔하고요, 카푸치노 주세요","유로드립,한 잔,카푸치노",,,일반주문
q,바닐라 딜라이트 주세요,바닐라딜라이트,,,일반주문
q,카페라테 한 잔 주세요,"카페라떼,한 잔",,,일반주문
q,토마토주스 너무 달게 하진 말고 하나 주세요,"토마토 주스,달게,하나",,,일반주문
q,아이스 아메리카노 두 개만 주세요,"아이스,아메리카노,두 개",,,일반주문
q,플랜 클링 레몬 하나 주세요,"플랜클링레몬,하나",,,일반주문
q,라테 한 잔 살게요,"라떼,한 잔",,,일반주문
q,아이스 아메리카노 한 잔 주세요,"아이스,아메리카노,한 잔",,,일반주문
q,아메리카노 한 잔 주세요,"아메리카노,한 잔",,,일반주문
q,생크림 소프트 시폰 이거 하나 주세요,"생크림 소프트 쉬폰,하나",,,일반주문
q,아메리카노 한 잔 주시겠어요?,"아메리카노,한 잔",,,일반주문
q,그러면 조금 진하게 라테 따뜻한 거 한 잔 주세요,"진하게,라떼,따뜻한,한 잔",,,일반주문
q,라테 하나 주세요,"라떼,하나",,,일반주문
q,라테 따뜻한 거 테이크아웃으로 한 잔 주세요,"라떼,따뜻한,테이크아웃,한 잔",,,일반주문
q,카페라테 따뜻한 거 하나 주세요,"카페라떼,따뜻한,하나",,,일반주문
q,페퍼민트 허브 티로 하나 주세요,"페퍼민트 허브티,하나",,,일반주문
q,오트밀 라테 한 잔 주세요,"오트밀 라떼,한 잔",,,일반주문
q,아메리카노로 하나 주세요,"아메리카노,하나",,,일반주문
q,그럼 비엔나커피 하나 주세요,"비엔나 커피,하나",,,일반주문
q,그러면 아메리카노 한 잔 주세요,"아메리카노,한 잔",,,일반주문
q,그러면 아메리카노 원샷으로 주세요,"아메리카노,원샷",,,일반주문
q,그러면 그냥 아메리카노로 하나 주세요,"아메리카노,하나",,,일반주문
q,그럼 블랙 밀크티 주세요,블랙 밀크티,,,일반주문
q,그럼 바닐라 라테 하나 주세요,"바닐라 라떼,하나",,,일반주문
q,따뜻한 아메리카노 한 잔 주세요,"따뜻한,아메리카노,한 잔",,,일반주문
q,아메리카노 아이스 하나 주세요,"아메리카노,아이스,하나",,,일반주문
q,캐머마일 차갑게 주세요,"케모마일,차갑게",,,일반주문
q,허브티 주세요,허브티,,,일반주문
q,순수 에이드 주세요,순수 에이드,,,일반주문
q,라테 한 잔 주세요,"라떼,한 잔",,,일반주문
q,라테 하나 주세요,"라떼,하나",,,일반주문
q,카페라테 한 잔 주시겠어요?,"카페라떼,한 잔",,,일반주문
q,카푸치노 주세요,카푸치노,,,일반주문
q,아이스 라테 하나요,"아이스,라떼",,,일반주문
q,딸기 주스 하나 주세요,"딸기 주스,하나",,,일반주문
q,아이스 라테로 주세요,"아이스,라떼",,,일반주문
q,카페라테 따뜻하게 한 잔 주세요,"카페라테,따뜻,한 잔",,,일반주문
q,카페라테 따뜻한 거 하나랑 아이스 카페라테 한 잔,"카페라테,따뜻,하나,아이스,카페라테,한 잔",,,일반주문
q,아이스 아메리카노 한 잔 주세요,"아이스,아메리카노,한 잔",,,일반주문
q,아메리카노 따뜻한 걸로 주세요,"아메리카노,따뜻",,,일반주문
q,아메리카노 따뜻하게 한 잔 주세요,"아메리카노,따뜻,한 잔",,,일반주문
q,저 캐머마일 한 잔 따뜻하게 주세요,"카모마일,한 잔,따뜻",,,일반주문
q,아메리카노 테이크 아웃으로 해주세요,"아메리카노,테이크 아웃",,,일반주문
q,"갑자기 먹고 싶어지는데, 마카롱 주세요",마카롱,,,일반주문
q,저는 뜨겁게 재스민 차 주세요,"뜨겁게,쟈스민 차",,,일반주문
q,아메리카노 한잔 주세요,"아메리카노,한잔",,,일반주문
q,딸기 바나나 섞은 거 한잔 주세요,"딸기,바나나,한잔",,,일반주문
q,따뜻하게 해주세요,따뜻,,,일반주문
q,레귤러 사이즈로 아메리카노 한잔 주세요,"레귤러 사이즈,아메리카노,한잔",,,일반주문
q,더치커피로 하나 주세요,더치커피,,,일반주문
q,카페라테 시럽 좀 넣어서 아이스로 해주세요,"카페라떼,시럽,아이스",,,일반주문
q,더치 하나 주세요,더치,,,일반주문
q,초코 라테 하나 주세요,초코라떼,,,일반주문
q,아메리카노 하나 주세요,"아메리카노,하나",,,일반주문
q,돌체라뗴 하나 주세요,"돌체라떼,하나",,,일반주문
q,아메리카노 하나 주세요,"아메리카노,하나",,,일반주문
q,아메리카노 하나 주세요,"아메리카노,하나",,,일반주문
q,토마토 주스 하나 주세요,토마토 주스,,,일반주문
q,카페라테 하나 주세요,"카페라떼,하나",,,일반주문
q,연해도 괜찮으니 숏 사이즈로 주세요,"연해,숏 사이즈",,,일반주문
q,시그니처 초콜릿으로 한 잔 주세요,"시그니처 초콜렛,한 잔",,,일반주문
q,카페라테 하나 주세요,"카페라떼,하나",,,일반주문
q,초콜릿 라테 하나 주세요,"초콜렛 라떼,하나",,,일반주문
q,요구르트 스무디 하나랑 딸기 스무디 그리고 아이스 아메리카노 주세요,"요거트 스무디,하나,딸기 스무디,아이스,아메리카노",,,일반주문
q,아이스 아메리카노 한 잔 주세요,"아이스,아메리카노,한 잔",,,일반주문
q,아메리카노 R 사이즈 하나 주세요,"아메리카노,R사이즈,하나",,,일반주문
q,라테 따뜻한 걸로 하나 주세요,"라떼,따뜻,하나",,,일반주문
q,일반 아메리카노로 주세요,아메리카노,,,일반주문
q,카페라테 따뜻한 거 레귤러로 한 잔 주세요,"카페라떼,따뜻,레귤러,한 잔",,,일반주문
q,아메리카노 따뜻하게 한 잔 주세요,"아메리카노,따뜻,한 잔",,,일반주문
q,아메리카노 따뜻한 거 하나 주세요,"아메리카노,따뜻,하나",,,일반주문
q,그냥 아메리카노 한 잔 주세요,"아메리카노,한 잔",,,일반주문
q,카페라테 하나 주세요,"카페라떼,하나",,,일반주문
q,아메 티라노 한 잔 주세요,"아메리카노,한 잔",,,일반주문
q,아메리카노 한 잔 주시겠어요?,"아메리카노,한 잔",,,일반주문
q,카페라테 한 잔 주시겠어요?,"카페라떼,한 잔",,,일반주문
q,블루마운틴 아메리카노 주세요,블루마운틴 아메리카노,,,일반주문
q,바나나 주스 하나랑 아메리카노 하나 주세요,"바나나 주스,하나,아메리카노,하나",,,일반주문
q,아이스 아메리카노랑 카푸치노 한 잔씩 주세요,"아이스,아메리카노,카푸치노,한 잔",,,일반주문
q,그냥 기본적인 콜드브루 하나 주세요,"콜드브루,하나",,,일반주문
q,소금 커피 한 번 먹어볼게요,"소금커피,한 번",,,일반주문
q,더치 라테로 하나 주세요,"더치라떼,하나",,,일반주문
q,카페모카에 휘핑크림 올려주세요,"카페모카,휘핑크림",,,일반주문
q,아메리카노 한 잔 주세요,"아메리카노,한 잔",,,일반주문
q,모과 차 한 잔하고 아메리카노 뜨거운 걸로 하나 주세요,"모과차,한 잔,아메리카노,뜨거운,하나",,,일반주문
q,아메리카노 따뜻한 거 하나 주세요,"아메리카노,따뜻,하나",,,일반주문
q,커피 하나 주세요,"커피,하나",,,일반주문
q,아메리카노 한 잔 주세요,"아메리카노,한 잔",,,일반주문
q,초코 마카롱이랑 요구르트 마카롱도 하나씩 더 주세요,"초코 마카롱,요거트 마카롱,하나",,,일반주문
q,쿠앤크 마카롱이랑 딸기 마카롱도 하나씩 주세요,"쿠앤크마카롱,딸기마카롱,하나",,,일반주문
q,카페라테 하나 주세요,"카페라떼,하나",,,일반주문
q,플레인 요구르트 하나랑 쿠키 프라페 주세요,"플레인 요거트,하나,쿠키프라페",,,일반주문
q,네 한 잔 주세요,한 잔,,,일반주문
q,초콜릿 라테 하나 주세요,"초콜릿 라떼,하나",,,일반주문
q,카페라테 하나 주세요,"카페라떼,하나",,,일반주문
q,뉴욕 치즈케이크 하나 주세요,"뉴욕 치즈 케이크,하나",,,일반주문
q,카페라테 하나 주세요,"카페라떼,하나",,,일반주문
q,오늘의 커피랑 아이스 아메리카노 주세요,"오늘의 커피,아이스,아메리카노",,,일반주문
q,솔티 치즈 카페라테 하나 줘요,"솔티치즈 카페라떼,하나",,,일반주문
q,그러면 아메리카노 따뜻한 거 한 잔 주세요,"아메리카노,따뜻,한 잔",,,일반주문
q,더치 라테 따뜻한 거 하나 줘요,"더치 라떼,따뜻,하나",,,일반주문
q,아메리카노 주세요,아메리카노,,,일반주문
q,카페라테로 주세요,카페 라떼,,,일반주문
q,생자몽 티 따뜻하게 한 잔 주세요,"생자몽 티,따뜻,한 잔",,,일반주문
q,생크림은 빼고 우유만 넣어주세요,"생크림,우유",,,일반주문
q,핫초코 하나만 주세요,"핫초코,하나",,,일반주문
q,작은 거 하나 주세요,"작은,하나",,,일반주문
q,삼천팔백 원짜리 드립 커피 하나 주세요,"삼천팔백 원,드립커피,하나",,,일반주문
q,그렇게 네 가지 넣어주세요,네 가지,,,일반주문
q,우리 크로켓 한 개 더 주세요,"고로케,한 개",,,일반주문
q,단팥 도넛 하나하고 크로켓 하나 주세요,"단팥 도너츠,하나,고로케",,,일반주문
q,비 따뜻한 거 한 잔이랑 콜드브루로 주세요,"비,따뜻한,콜드브루",,,일반주문
q,핸드드립 커피 주세요,핸드드립커피,,,일반주문
q,수제와 플 하나 주세요,"수제와플,하나",,,일반주문
q,아메리카노 하나 따뜻한 걸로 주세요,"아메리카노,하나,따뜻",,,일반주문
q,솔티 치즈 카페라테 하나만 주세요,"솔티치즈 카페라떼,하나",,,일반주문
q,아이스티 한 잔만 주세요,"아이스티,한 잔",,,일반주문
q,카페 비엔나 한 잔 주세요,"카페 비엔나,한 잔",,,일반주문
q,라테 작은 거 하나 주세요,"라떼,작은 거,하나",,,일반주문
q,아메리카노 주세요,아메리카노,,,일반주문
q,아메리카노 주세요,아메리카노,,,일반주문
q,유자차 따뜻하게 스몰 사이즈로 마시고 갈게요,"유자차,따뜻,스몰사이즈",,,일반주문
q,블루베리 머핀하고 플래시 구몬 주세요,"블루베리 머핀,플래시 구콘",,,일반주문
q,보리 찰떡 하나 하고 아메리카노 한 잔 주세요,"보리찰떡,하나,아메리카노,한 잔",,,일반주문
q,아이스 아메리카노 2잔 주세요,"아이스,아메리카노,2잔",,,일반주문
q,베이글도 하나 주세요,"베이글,하나",,,일반주문
q,아이스 아메 카노 한잔 주세요~,"아이스,한잔",,,일반주문
q,그럼 카페라테 디카페인으로 한 잔 주세요,"카페라테,디카페인,한 잔",,,일반주문
q,아이스 아메리카노 한잔 주세요,"아이스,아메리카노,한잔",,,일반주문
q,아메리카노 한 잔 주세요,"아메리카노,한 잔",,,일반주문
q,바닐라 라테 아이스로 한 잔 주세요,"바닐라 라테,아이스,한 잔",,,일반주문
q,아이스 카페모카 하나 주세요,"아이스,카페모카,하나",,,일반주문
q,그러면 슈크림 라테로 주세요,슈크림 라테,,,일반주문
q,카페라테 하나 주세요,카페라테,,,일반주문
q,초코 라테 1개 아메리카노 5잔이요,"초코 라테,1개,아메리카노,5잔",,,일반주문
q,아메리카노 2잔 카페라테 2잔 디카페인으로 테이크아웃해주세요,"아메리카노,2잔,카페라테,디카페인,테이크아웃",,,일반주문
q,티라미슈도 하나같이 주세요,"티라미슈,하나",,,일반주문
q,그럼 라테를 디카페인으로 해주세요,"라테,디카페인",,,일반주문
q,아이스 아메리카노 한 잔 주세요,"아이스,아메리카노,한 잔",,,일반주문
q,아이스 카페모카 하나 주세요,"아이스,카페모카,하나",,,일반주문
q,그럼 치즈케이크 하나 주세요,"치즈케이크,하나",,,일반주문
